Time_stamp,qDelay
0.010800,0.000000
0.011600,0.000800
0.012400,0.001600
0.013200,0.002400
0.014000,0.003200
0.014800,0.004000
0.015600,0.004800
0.016400,0.005600
0.017200,0.006400
0.018000,0.007200
0.018800,0.008000
0.031600,0.000000
0.032400,0.000000
0.033200,0.000000
0.034000,0.000000
0.034800,0.000000
0.035600,0.000000
0.036400,0.000000
0.037200,0.000000
0.038000,0.000000
0.038800,0.000000
0.039600,0.000000
1.060400,0.000000
1.081200,0.000000
1.082000,0.000800
1.082800,0.001600
1.083600,0.002400
1.084400,0.003200
1.085200,0.004000
1.086000,0.004800
1.086800,0.005600
1.087600,0.006400
1.088400,0.007200
1.089200,0.008000
1.102000,0.000000
1.102800,0.000000
1.103600,0.000000
1.104400,0.000000
1.105200,0.000000
1.106000,0.000000
1.106800,0.000000
1.107600,0.000000
1.108400,0.000800
1.109200,0.001600
1.110000,0.002400
1.110800,0.003200
1.111600,0.004000
1.112400,0.004800
1.113200,0.005600
1.114000,0.006400
1.114800,0.007200
1.115600,0.008000
2.136400,0.000000
2.157200,0.000000
2.158000,0.000800
2.158800,0.001600
2.159600,0.002400
2.160400,0.003200
2.161200,0.004000
2.162000,0.004800
2.162800,0.005600
2.163600,0.006400
2.164400,0.007200
2.165200,0.008000
2.178000,0.000000
2.178800,0.000000
2.179600,0.000000
2.180400,0.000000
2.181200,0.000000
2.182000,0.000000
2.182800,0.000000
2.183600,0.000000
2.184400,0.000000
2.185200,0.000000
2.186000,0.000000
3.206800,0.000000
3.227600,0.000000
3.228400,0.000800
3.229200,0.001600
3.230000,0.002400
3.230800,0.003200
3.231600,0.004000
3.232400,0.004800
3.233200,0.005600
3.234000,0.006400
3.234800,0.007200
3.235600,0.008000
3.248400,0.000000
3.249200,0.000000
3.250000,0.000000
3.250800,0.000000
3.251600,0.000000
3.252400,0.000000
3.253200,0.000000
3.254000,0.000000
3.254800,0.000800
3.255600,0.001600
3.256400,0.002400
3.257200,0.003200
3.258000,0.004000
3.258800,0.004800
3.259600,0.005600
3.260400,0.006400
3.261200,0.007200
3.262000,0.008000
4.282800,0.000000
4.303600,0.000000
4.304400,0.000800
4.305200,0.001600
4.306000,0.002400
4.306800,0.003200
4.307600,0.004000
4.308400,0.004800
4.309200,0.005600
4.310000,0.006400
4.310800,0.007200
4.311600,0.008000
4.324400,0.000000
4.325200,0.000000
4.326000,0.000000
4.326800,0.000000
4.327600,0.000000
4.328400,0.000000
4.329200,0.000000
4.330000,0.000000
4.330800,0.000000
4.331600,0.000000
4.332400,0.000000
5.353200,0.000000
5.374000,0.000000
5.374800,0.000800
5.375600,0.001600
5.376400,0.002400
5.377200,0.003200
5.378000,0.004000
5.378800,0.004800
5.379600,0.005600
5.380400,0.006400
5.381200,0.007200
5.382000,0.008000
5.394800,0.000000
5.395600,0.000000
5.396400,0.000000
5.397200,0.000000
5.398000,0.000000
5.398800,0.000000
5.399600,0.000000
5.400400,0.000000
5.401200,0.000800
5.402000,0.001600
5.402800,0.002400
5.403600,0.003200
5.404400,0.004000
5.405200,0.004800
5.406000,0.005600
5.406800,0.006400
5.407600,0.007200
5.408400,0.008000
6.429200,0.000000
6.450000,0.000000
6.450800,0.000800
6.451600,0.001600
6.452400,0.002400
6.453200,0.003200
6.454000,0.004000
6.454800,0.004800
6.455600,0.005600
6.456400,0.006400
6.457200,0.007200
6.458000,0.008000
6.470800,0.000000
6.471600,0.000000
6.472400,0.000000
6.473200,0.000000
6.474000,0.000000
6.474800,0.000000
6.475600,0.000000
6.476400,0.000000
6.477200,0.000000
6.478000,0.000000
6.478800,0.000000
7.499600,0.000000
7.520400,0.000000
7.521200,0.000800
7.522000,0.001600
7.522800,0.002400
7.523600,0.003200
7.524400,0.004000
7.525200,0.004800
7.526000,0.005600
7.526800,0.006400
7.527600,0.007200
7.528400,0.008000
7.541200,0.000000
7.542000,0.000000
7.542800,0.000000
7.543600,0.000000
7.544400,0.000000
7.545200,0.000000
7.546000,0.000000
7.546800,0.000000
7.547600,0.000800
7.548400,0.001600
7.549200,0.002400
7.550000,0.003200
7.550800,0.004000
7.551600,0.004800
7.552400,0.005600
7.553200,0.006400
7.554000,0.007200
7.554800,0.008000
8.575600,0.000000
8.596400,0.000000
8.597200,0.000800
8.598000,0.001600
8.598800,0.002400
8.599600,0.003200
8.600400,0.004000
8.601200,0.004800
8.602000,0.005600
8.602800,0.006400
8.603600,0.007200
8.604400,0.008000
8.617200,0.000000
8.618000,0.000000
8.618800,0.000000
8.619600,0.000000
8.620400,0.000000
8.621200,0.000000
8.622000,0.000000
8.622800,0.000000
8.623600,0.000000
8.624400,0.000000
8.625200,0.000000
9.646000,0.000000
9.666800,0.000000
9.667600,0.000800
9.668400,0.001600
9.669200,0.002400
9.670000,0.003200
9.670800,0.004000
9.671600,0.004800
9.672400,0.005600
9.673200,0.006400
9.674000,0.007200
9.674800,0.008000
9.687600,0.000000
9.688400,0.000000
9.689200,0.000000
9.690000,0.000000
9.690800,0.000000
9.691600,0.000000
9.692400,0.000000
9.693200,0.000000
9.694000,0.000800
9.694800,0.001600
9.695600,0.002400
9.696400,0.003200
9.697200,0.004000
9.698000,0.004800
9.698800,0.005600
9.699600,0.006400
9.700400,0.007200
9.701200,0.008000
10.722000,0.000000
10.742800,0.000000
10.743600,0.000800
10.744400,0.001600
10.745200,0.002400
10.746000,0.003200
10.746800,0.004000
10.747600,0.004800
10.748400,0.005600
10.749200,0.006400
10.750000,0.007200
10.750800,0.008000
10.763600,0.000000
10.764400,0.000000
10.765200,0.000000
10.766000,0.000000
10.766800,0.000000
10.767600,0.000000
10.768400,0.000000
10.769200,0.000000
10.770000,0.000000
10.770800,0.000000
10.771600,0.000000
11.792400,0.000000
11.813200,0.000000
11.814000,0.000800
11.814800,0.001600
11.815600,0.002400
11.816400,0.003200
11.817200,0.004000
11.818000,0.004800
11.818800,0.005600
11.819600,0.006400
11.820400,0.007200
11.821200,0.008000
11.834000,0.000000
11.834800,0.000000
11.835600,0.000000
11.836400,0.000000
11.837200,0.000000
11.838000,0.000000
11.838800,0.000000
11.839600,0.000000
11.840400,0.000800
11.841200,0.001600
11.842000,0.002400
11.842800,0.003200
11.843600,0.004000
11.844400,0.004800
11.845200,0.005600
11.846000,0.006400
11.846800,0.007200
11.847600,0.008000
12.868400,0.000000
12.889200,0.000000
12.890000,0.000800
12.890800,0.001600
12.891600,0.002400
12.892400,0.003200
12.893200,0.004000
12.894000,0.004800
12.894800,0.005600
12.895600,0.006400
12.896400,0.007200
12.897200,0.008000
12.910000,0.000000
12.910800,0.000000
12.911600,0.000000
12.912400,0.000000
12.913200,0.000000
12.914000,0.000000
12.914800,0.000000
12.915600,0.000000
12.916400,0.000000
12.917200,0.000000
12.918000,0.000000
13.938800,0.000000
13.959600,0.000000
13.960400,0.000800
13.961200,0.001600
13.962000,0.002400
13.962800,0.003200
13.963600,0.004000
13.964400,0.004800
13.965200,0.005600
13.966000,0.006400
13.966800,0.007200
13.967600,0.008000
13.980400,0.000000
13.981200,0.000000
13.982000,0.000000
13.982800,0.000000
13.983600,0.000000
13.984400,0.000000
13.985200,0.000000
13.986000,0.000000
13.986800,0.000800
13.987600,0.001600
13.988400,0.002400
13.989200,0.003200
13.990000,0.004000
13.990800,0.004800
13.991600,0.005600
13.992400,0.006400
13.993200,0.007200
13.994000,0.008000
15.014800,0.000000
15.035600,0.000000
15.036400,0.000800
15.037200,0.001600
15.038000,0.002400
15.038800,0.003200
15.039600,0.004000
15.040400,0.004800
15.041200,0.005600
15.042000,0.006400
15.042800,0.007200
15.043600,0.008000
15.056400,0.000000
15.057200,0.000000
15.058000,0.000000
15.058800,0.000000
15.059600,0.000000
15.060400,0.000000
15.061200,0.000000
15.062000,0.000000
15.062800,0.000000
15.063600,0.000000
15.064400,0.000000
16.085200,0.000000
16.106000,0.000000
16.106800,0.000800
16.107600,0.001600
16.108400,0.002400
16.109200,0.003200
16.110000,0.004000
16.110800,0.004800
16.111600,0.005600
16.112400,0.006400
16.113200,0.007200
16.114000,0.008000
16.126800,0.000000
16.127600,0.000000
16.128400,0.000000
16.129200,0.000000
16.130000,0.000000
16.130800,0.000000
16.131600,0.000000
16.132400,0.000000
16.133200,0.000800
16.134000,0.001600
16.134800,0.002400
16.135600,0.003200
16.136400,0.004000
16.137200,0.004800
16.138000,0.005600
16.138800,0.006400
16.139600,0.007200
16.140400,0.008000
17.161200,0.000000
17.182000,0.000000
17.182800,0.000800
17.183600,0.001600
17.184400,0.002400
17.185200,0.003200
17.186000,0.004000
17.186800,0.004800
17.187600,0.005600
17.188400,0.006400
17.189200,0.007200
17.190000,0.008000
17.202800,0.000000
17.203600,0.000000
17.204400,0.000000
17.205200,0.000000
17.206000,0.000000
17.206800,0.000000
17.207600,0.000000
17.208400,0.000000
17.209200,0.000000
17.210000,0.000000
17.210800,0.000000
18.231600,0.000000
18.252400,0.000000
18.253200,0.000800
18.254000,0.001600
18.254800,0.002400
18.255600,0.003200
18.256400,0.004000
18.257200,0.004800
18.258000,0.005600
18.258800,0.006400
18.259600,0.007200
18.260400,0.008000
18.273200,0.000000
18.274000,0.000000
18.274800,0.000000
18.275600,0.000000
18.276400,0.000000
18.277200,0.000000
18.278000,0.000000
18.278800,0.000000
18.279600,0.000800
18.280400,0.001600
18.281200,0.002400
18.282000,0.003200
18.282800,0.004000
18.283600,0.004800
18.284400,0.005600
18.285200,0.006400
18.286000,0.007200
18.286800,0.008000
19.307600,0.000000
19.328400,0.000000
19.329200,0.000800
19.330000,0.001600
19.330800,0.002400
19.331600,0.003200
19.332400,0.004000
19.333200,0.004800
19.334000,0.005600
19.334800,0.006400
19.335600,0.007200
19.336400,0.008000
19.349200,0.000000
19.350000,0.000000
19.350800,0.000000
19.351600,0.000000
19.352400,0.000000
19.353200,0.000000
19.354000,0.000000
19.354800,0.000000
19.355600,0.000000
19.356400,0.000000
19.357200,0.000000
20.378000,0.000000
20.398800,0.000000
20.399600,0.000800
20.400400,0.001600
20.401200,0.002400
20.402000,0.003200
20.402800,0.004000
20.403600,0.004800
20.404400,0.005600
20.405200,0.006400
20.406000,0.007200
20.406800,0.008000
20.419600,0.000000
20.420400,0.000000
20.421200,0.000000
20.422000,0.000000
20.422800,0.000000
20.423600,0.000000
20.424400,0.000000
20.425200,0.000000
20.426000,0.000800
20.426800,0.001600
20.427600,0.002400
20.428400,0.003200
20.429200,0.004000
20.430000,0.004800
20.430800,0.005600
20.431600,0.006400
20.432400,0.007200
20.433200,0.008000
21.454000,0.000000
21.474800,0.000000
21.475600,0.000800
21.476400,0.001600
21.477200,0.002400
21.478000,0.003200
21.478800,0.004000
21.479600,0.004800
21.480400,0.005600
21.481200,0.006400
21.482000,0.007200
21.482800,0.008000
22.503600,0.000000
22.524400,0.000000
22.525200,0.000800
22.525616,0.001600
