Time,Queue Size,Event
0.20800000000000002,1,size
0.21600000000000003,0,size
0.41600000000000004,1,size
0.42400000000000004,0,size
0.42400000000000004,1,size
0.42400000000000004,2,size
0.43200000000000005,1,size
0.44000000000000006,0,size
0.624,1,size
0.632,0,size
0.632,1,size
0.632,2,size
0.64,1,size
0.64,2,size
0.64,3,size
0.648,2,size
0.648,3,size
0.656,2,size
0.664,1,size
0.672,0,size
0.832,1,size
0.84,0,size
0.84,1,size
0.84,2,size
0.848,1,size
0.848,2,size
0.848,3,size
0.856,2,size
0.856,3,size
0.856,4,size
0.864,3,size
0.864,4,size
0.864,5,size
0.872,4,size
0.872,5,size
0.88,4,size
0.88,5,size
0.888,4,size
0.896,3,size
0.904,2,size
0.912,1,size
0.92,0,size
1.2640000000000002,1,size
1.2640000000000002,2,size
1.2640000000000002,3,size
1.2640000000000002,4,size
1.2640000000000002,5,size
1.2640000000000002,6,size
1.2640000000000002,7,size
1.2640000000000002,8,size
1.2720000000000002,7,size
1.2800000000000002,6,size
1.2880000000000003,5,size
1.2960000000000003,4,size
1.3040000000000003,3,size
1.3120000000000003,2,size
1.3200000000000003,1,size
1.3280000000000003,0,size
1.4720000000000004,1,size
1.4800000000000004,0,size
1.5040000000000004,1,size
1.5120000000000005,0,size
1.5120000000000005,1,size
1.5200000000000005,0,size
1.5200000000000005,1,size
1.5280000000000005,0,size
1.5280000000000005,1,size
1.5360000000000005,0,size
1.5360000000000005,1,size
1.5440000000000005,0,size
1.7200000000000006,1,size
1.7280000000000006,0,size
1.7280000000000006,1,size
1.7360000000000007,0,size
1.7360000000000007,1,size
1.7440000000000007,0,size
1.7440000000000007,1,size
1.7520000000000007,0,size
1.7520000000000007,1,size
1.7600000000000007,0,size
1.9360000000000008,1,size
1.9440000000000008,0,size
1.9440000000000008,1,size
1.9520000000000008,0,size
1.9520000000000008,1,size
1.9600000000000009,0,size
1.9600000000000009,1,size
1.9680000000000009,0,size
1.9680000000000009,1,size
1.9760000000000009,0,size
2.152000000000001,1,size
2.160000000000001,0,size
2.160000000000001,1,size
2.168000000000001,0,size
2.168000000000001,1,size
2.176000000000001,0,size
2.176000000000001,1,size
2.184000000000001,0,size
2.184000000000001,1,size
2.192000000000001,0,size
2.368000000000001,1,size
2.3760000000000012,0,size
2.3760000000000012,1,size
2.3840000000000012,0,size
2.3840000000000012,1,size
2.3920000000000012,0,size
2.3920000000000012,1,size
2.4000000000000012,0,size
2.4000000000000012,1,size
2.4080000000000013,0,size
2.5840000000000014,1,size
2.5920000000000014,0,size
2.5920000000000014,1,size
2.6000000000000014,0,size
2.6000000000000014,1,size
2.6080000000000014,0,size
2.6080000000000014,1,size
2.6160000000000014,0,size
2.6160000000000014,1,size
2.6240000000000014,0,size
2.8000000000000016,1,size
2.8080000000000016,0,size
2.8080000000000016,1,size
2.8160000000000016,0,size
2.8160000000000016,1,size
2.8240000000000016,0,size
2.8240000000000016,1,size
2.8320000000000016,0,size
2.8320000000000016,1,size
2.8400000000000016,0,size
3.016000000000002,1,size
3.024000000000002,0,size
3.024000000000002,1,size
3.032000000000002,0,size
3.032000000000002,1,size
3.040000000000002,0,size
3.040000000000002,1,size
3.048000000000002,0,size
3.048000000000002,1,size
3.056000000000002,0,size
3.232000000000002,1,size
3.240000000000002,0,size
3.240000000000002,1,size
3.248000000000002,0,size
3.248000000000002,1,size
3.256000000000002,0,size
3.256000000000002,1,size
3.264000000000002,0,size
3.264000000000002,1,size
3.272000000000002,0,size
3.448000000000002,1,size
3.456000000000002,0,size
3.456000000000002,1,size
3.464000000000002,0,size
3.464000000000002,1,size
3.472000000000002,0,size
3.472000000000002,1,size
3.480000000000002,0,size
3.480000000000002,1,size
3.488000000000002,0,size
3.6560000000000024,1,size
3.6640000000000024,0,size
3.6640000000000024,1,size
3.6720000000000024,0,size
3.6720000000000024,1,size
3.6800000000000024,0,size
3.6800000000000024,1,size
3.6880000000000024,0,size
3.6880000000000024,1,size
3.6960000000000024,0,size
3.6960000000000024,1,size
3.7040000000000024,0,size
3.8720000000000026,1,size
3.8800000000000026,0,size
3.8800000000000026,1,size
3.8880000000000026,0,size
3.8880000000000026,1,size
3.8960000000000026,0,size
3.8960000000000026,1,size
3.9040000000000026,0,size
3.9040000000000026,1,size
3.9120000000000026,0,size
3.9120000000000026,1,size
3.9200000000000026,0,size
4.088000000000003,1,size
4.096000000000003,0,size
4.096000000000003,1,size
4.104000000000002,2,size
4.104000000000003,1,size
4.112000000000002,2,size
4.112000000000003,1,size
4.120000000000002,2,size
4.120000000000003,1,size
4.128000000000002,2,size
4.128000000000003,1,size
4.136000000000003,0,size
4.304000000000002,1,size
4.312000000000002,0,size
4.312000000000002,1,size
4.320000000000002,0,size
4.320000000000002,1,size
4.328000000000002,0,size
4.328000000000002,1,size
4.336000000000002,0,size
4.336000000000002,1,size
4.344000000000002,0,size
4.344000000000002,1,size
4.352000000000002,0,size
4.520000000000001,1,size
4.528000000000001,0,size
4.528000000000001,1,size
4.536000000000001,0,size
4.536000000000001,1,size
4.544000000000001,0,size
4.544000000000001,1,size
4.552000000000001,0,size
4.552000000000001,1,size
4.560000000000001,0,size
4.560000000000001,1,size
4.568000000000001,0,size
4.736000000000001,1,size
4.744000000000001,0,size
4.744000000000001,1,size
4.752000000000001,0,size
4.752000000000001,1,size
4.760000000000001,0,size
4.760000000000001,1,size
4.768000000000001,0,size
4.768000000000001,1,size
4.776000000000001,0,size
4.776000000000001,1,size
4.784000000000001,0,size
4.952,1,size
4.96,0,size
4.96,1,size
4.968,0,size
4.968,1,size
4.976,0,size
4.976,1,size
4.984,0,size
4.984,1,size
4.992,0,size
4.992,1,size
5.0,0,size
5.007999999999999,1,size
5.008,0,size
5.015999999999999,1,size
5.016,0,size
5.023999999999999,1,size
5.024,0,size
5.031999999999999,1,size
5.032,0,size
5.039999999999999,1,size
5.04,0,size
5.047999999999999,1,size
5.048,0,size
5.055999999999999,1,size
5.056,0,size
5.063999999999999,1,size
5.064,0,size
5.071999999999999,1,size
5.072,0,size
5.079999999999999,1,size
5.08,0,size
5.087999999999999,1,size
5.088,0,size
5.095999999999999,1,size
5.096,0,size
5.103999999999999,1,size
5.104,0,size
5.111999999999999,1,size
5.112,0,size
5.119999999999999,1,size
5.12,0,size
5.127999999999999,1,size
5.128,0,size
5.135999999999999,1,size
5.136,0,size
5.143999999999999,1,size
5.144,0,size
5.151999999999999,1,size
5.152,0,size
5.159999999999999,1,size
5.16,0,size
5.167999999999999,1,size
5.167999999999999,2,size
5.168,1,size
5.175999999999999,2,size
5.176,1,size
5.183999999999999,2,size
5.184,1,size
5.191999999999999,2,size
5.192,1,size
5.199999999999999,2,size
5.2,1,size
5.207999999999999,2,size
5.208,1,size
5.215999999999999,2,size
5.216,1,size
5.223999999999999,2,size
5.224,1,size
5.231999999999999,2,size
5.232,1,size
5.239999999999999,2,size
5.24,1,size
5.247999999999999,2,size
5.248,1,size
5.255999999999999,2,size
5.256,1,size
5.263999999999999,2,size
5.264,1,size
5.271999999999999,2,size
5.272,1,size
5.279999999999999,2,size
5.28,1,size
5.287999999999999,2,size
5.288,1,size
5.295999999999999,2,size
5.296,1,size
5.303999999999999,2,size
5.304,1,size
5.311999999999999,2,size
5.312,1,size
5.319999999999999,2,size
5.32,1,size
5.327999999999999,2,size
5.328,1,size
5.335999999999999,2,size
5.336,1,size
5.343999999999999,2,size
5.344,1,size
5.351999999999999,2,size
5.352,1,size
5.359999999999999,2,size
5.36,1,size
5.367999999999999,2,size
5.368,1,size
5.3759999999999994,2,size
5.376,1,size
5.3839999999999995,2,size
5.3839999999999995,3,size
5.384,2,size
5.3919999999999995,3,size
5.392,2,size
5.3999999999999995,3,size
5.4,2,size
5.4079999999999995,3,size
5.408,2,size
5.4159999999999995,3,size
5.416,2,size
5.4239999999999995,3,size
5.424,2,size
5.4319999999999995,3,size
5.432,2,size
5.4399999999999995,3,size
5.44,2,size
5.4479999999999995,3,size
5.448,2,size
5.4559999999999995,3,size
5.456,2,size
5.4639999999999995,3,size
5.464,2,size
5.4719999999999995,3,size
5.472,2,size
5.4799999999999995,3,size
5.48,2,size
5.4879999999999995,3,size
5.488,2,size
5.4959999999999996,3,size
5.496,2,size
5.504,3,size
5.5040000000000004,2,size
5.512,3,size
5.5120000000000005,2,size
5.52,3,size
5.5200000000000005,2,size
5.528,3,size
5.5280000000000005,2,size
5.536,3,size
5.5360000000000005,2,size
5.544,3,size
5.5440000000000005,2,size
5.552,3,size
5.5520000000000005,2,size
5.56,3,size
5.5600000000000005,2,size
5.568,3,size
5.5680000000000005,2,size
5.576,3,size
5.5760000000000005,2,size
5.584,3,size
5.5840000000000005,2,size
5.592,3,size
5.5920000000000005,2,size
5.6,3,size
5.6000000000000005,2,size
5.608,3,size
5.608,4,size
5.6080000000000005,3,size
5.616,4,size
5.6160000000000005,3,size
5.624,4,size
5.6240000000000006,3,size
5.632,4,size
5.632000000000001,3,size
5.64,4,size
5.640000000000001,3,size
5.648,4,size
5.648000000000001,3,size
5.656,4,size
5.656000000000001,3,size
5.664,4,size
5.664000000000001,3,size
5.672,4,size
5.672000000000001,3,size
5.68,4,size
5.680000000000001,3,size
5.688,4,size
5.688000000000001,3,size
5.696,4,size
5.696000000000001,3,size
5.704,4,size
5.704000000000001,3,size
5.712,4,size
5.712000000000001,3,size
5.72,4,size
5.720000000000001,3,size
5.728,4,size
5.728000000000001,3,size
5.736,4,size
5.736000000000001,3,size
5.744,4,size
5.744000000000001,3,size
5.752,4,size
5.752000000000001,3,size
5.76,4,size
5.760000000000001,3,size
5.768,4,size
5.768000000000001,3,size
5.776,4,size
5.776000000000001,3,size
5.784,4,size
5.784000000000001,3,size
5.792,4,size
5.792000000000001,3,size
5.8,4,size
5.800000000000001,3,size
5.808,4,size
5.808000000000001,3,size
5.816,4,size
5.816000000000001,3,size
5.824,4,size
5.824000000000001,3,size
5.832,4,size
5.832000000000001,3,size
5.84,4,size
5.84,5,size
5.840000000000001,4,size
5.848,5,size
5.848000000000001,4,size
5.856,5,size
5.856000000000001,4,size
5.864,5,size
5.864000000000001,4,size
5.872,5,size
5.872000000000001,4,size
5.88,5,size
5.880000000000001,4,size
5.888,5,size
5.888000000000001,4,size
5.896,5,size
5.896000000000001,4,size
5.904,5,size
5.904000000000001,4,size
5.912,5,size
5.912000000000001,4,size
5.92,5,size
5.920000000000001,4,size
5.928,5,size
5.928000000000001,4,size
5.936,5,size
5.936000000000001,4,size
5.944,5,size
5.944000000000001,4,size
5.952,5,size
5.952000000000001,4,size
5.96,5,size
5.960000000000001,4,size
5.968,5,size
5.968000000000001,4,size
5.976,5,size
5.976000000000001,4,size
5.984,5,size
5.984000000000001,4,size
5.992,5,size
5.992000000000001,4,size
6.0,5,size
6.000000000000001,4,size
6.008,5,size
6.008000000000001,4,size
6.016,5,size
6.016000000000001,4,size
6.024,5,size
6.024000000000001,4,size
6.032,5,size
6.032000000000001,4,size
6.04,5,size
6.040000000000001,4,size
6.048,5,size
6.048000000000001,4,size
6.056,5,size
6.056000000000001,4,size
6.064,5,size
6.064000000000001,4,size
6.072,5,size
6.072000000000001,4,size
6.08,5,size
6.08,6,size
6.080000000000001,5,size
6.088,6,size
6.088000000000001,5,size
6.096,6,size
6.096000000000001,5,size
6.104,6,size
6.104000000000001,5,size
6.112,6,size
6.112000000000001,5,size
6.12,6,size
6.120000000000001,5,size
6.128,6,size
6.128000000000001,5,size
6.136,6,size
6.136000000000001,5,size
6.144,6,size
6.144000000000001,5,size
6.152,6,size
6.152000000000001,5,size
6.16,6,size
6.160000000000001,5,size
6.168,6,size
6.168000000000001,5,size
6.176,6,size
6.176000000000001,5,size
6.184,6,size
6.184000000000001,5,size
6.192,6,size
6.192000000000001,5,size
6.2,6,size
6.200000000000001,5,size
6.208,6,size
6.208000000000001,5,size
6.216,6,size
6.216000000000001,5,size
6.224,6,size
6.224000000000001,5,size
6.232,6,size
6.232000000000001,5,size
6.24,6,size
6.240000000000001,5,size
6.248,6,size
6.248000000000001,5,size
6.256,6,size
6.256000000000001,5,size
6.264,6,size
6.264000000000001,5,size
6.272,6,size
6.272000000000001,5,size
6.28,6,size
6.280000000000001,5,size
6.288,6,size
6.288000000000001,5,size
6.296,6,size
6.296000000000001,5,size
6.304,6,size
6.304000000000001,5,size
6.312,6,size
6.312000000000001,5,size
6.32,6,size
6.320000000000001,5,size
6.328,6,size
6.328,7,size
6.328000000000001,6,size
6.336,7,size
6.336000000000001,6,size
6.344,7,size
6.344000000000001,6,size
6.352000000000001,5,size
6.360000000000001,4,size
6.368000000000001,3,size
6.376000000000001,2,size
6.384000000000001,1,size
6.392000000000001,0,size
